main_champion,main_champion_games,counter_champion,delta,matchup_games
Vel'Koz,,Alistar,0.92,9774
Vel'Koz,,Jayce,-3.80,223
Vel'Koz,,Quinn,-0.73,260
Vel'Koz,,Senna,1.33,22932
Vel'Koz,,Sejuani,-0.84,389
Vel'Koz,,Yuumi,-2.40,15884
Vel'Koz,,Brand,1.31,19090
Vel'Koz,,Fiddlesticks,0.73,1851
Vel'Koz,,Lulu,0.44,21704
Vel'Koz,,Lux,0.74,61553
Vel'Koz,,Ornn,-2.85,400
Vel'Koz,,Elise,1.25,1139
Vel'Koz,,Karthus,-3.08,267
Vel'Koz,,Urgot,-4.41,114
Vel'Koz,,Syndra,-0.22,827
Vel'Koz,,Yorick,-4.77,185
Vel'Koz,,Jarvan IV,0.27,1592
Vel'Koz,,Braum,2.44,9887
Vel'Koz,,Renata Glasc,1.84,2492
Vel'Koz,,Twisted Fate,0.24,650
Vel'Koz,,Master Yi,-1.71,343
Vel'Koz,,Aurelion Sol,-0.10,362
Vel'Koz,,Evelynn,1.15,137
Vel'Koz,,Bard,0.92,11858
Vel'Koz,,Xin Zhao,-2.23,226
Vel'Koz,,Hwei,2.32,2717
Vel'Koz,,Locke,-2.77,698
Vel'Koz,,Ahri,-0.40,715
Vel'Koz,,Rek'Sai,-0.05,119
Vel'Koz,,Kled,-1.38,117
Vel'Koz,,Skarner,0.14,611
Vel'Koz,,Viego,-2.93,147
Vel'Koz,,Rumble,-2.73,145
Vel'Koz,,Lee Sin,-3.37,1114
Vel'Koz,,Nunu & Willump,-1.18,570
Vel'Koz,,Akali,-6.10,139
Vel'Koz,,Neeko,0.59,8171
Vel'Koz,,Rengar,-3.63,368
Vel'Koz,,Diana,-3.49,200
Vel'Koz,,Ziggs,0.31,1671
Vel'Koz,,Swain,2.17,18382
Vel'Koz,,Malphite,0.86,4796
Vel'Koz,,Ashe,-0.77,5071
Vel'Koz,,Malzahar,0.33,778
Vel'Koz,,Cho'Gath,0.55,1163
Vel'Koz,,Veigar,1.46,3814
Vel'Koz,,Anivia,1.48,1866
Vel'Koz,,Vi,1.20,772
Vel'Koz,,Heimerdinger,2.49,963
Vel'Koz,,Ivern,1.81,636
Vel'Koz,,Wukong,2.52,300
Vel'Koz,,Dr. Mundo,0.88,337
Vel'Koz,,Sett,1.77,896
Vel'Koz,,Qiyana,1.33,266
Vel'Koz,,Singed,1.74,477
Vel'Koz,,Jax,2.03,496
Vel'Koz,,Katarina,-2.09,230
Vel'Koz,,Kennen,3.72,333
Vel'Koz,,Naafiri,-1.51,213
Vel'Koz,,Twitch,-1.29,1798
Vel'Koz,,Kog'Maw,3.07,196
Vel'Koz,,Viktor,1.27,268
Vel'Koz,,Ezreal,-2.09,816
Vel'Koz,,Briar,1.50,399
Vel'Koz,,Orianna,-0.09,355
Vel'Koz,,Darius,-0.66,279
Vel'Koz,,Yone,-4.44,273
Vel'Koz,,Zed,0.23,479
Vel'Koz,,Miss Fortune,-0.73,2003
Vel'Koz,,Tryndamere,-3.16,105
Vel'Koz,,Mel,0.94,14334
Vel'Koz,,Aurora,-0.22,162
Vel'Koz,,Varus,-2.93,175
Vel'Koz,,Zaahen,5.34,119
Vel'Koz,,Tristana,-4.56,134
Vel'Koz,,Nasus,1.96,339
Vel'Koz,,Kai'Sa,-0.20,222
Vel'Koz,,Vayne,-1.79,135
Vel'Koz,,Akshan,1.16,131
Vel'Koz,,Mordekaiser,2.84,292
Vel'Koz,,Aatrox,3.27,216
Vel'Koz,,Cassiopeia,4.32,125
Vel'Koz,,Garen,0.96,201
Vel'Koz,,Jhin,3.20,561
Vel'Koz,,Volibear,4.18,205
Vel'Koz,,Yasuo,3.95,427
Vel'Koz,,K'Sante,5.29,144
Vel'Koz,,Caitlyn,1.15,329
Vel'Koz,,Jinx,-0.16,145
Vel'Koz,,Illaoi,7.07,160
Vex,,Olaf,-9.00,221
Vex,,Nocturne,-7.24,285
Vex,,Zilean,-5.77,778
Vex,,Nasus,-4.14,2779
Vex,,Singed,-1.04,588
Vex,,Rumble,-5.41,409
Vex,,Veigar,-3.75,31902
Vex,,Kled,-2.49,335
Vex,,Kog'Maw,-4.04,795
Vex,,Kayle,-2.88,1239
Vex,,Sett,-1.09,696
Vex,,Vladimir,-3.36,12607
Vex,,Karthus,-4.83,572
Vex,,Kennen,-2.61,1261
Vex,,Mordekaiser,-0.71,1012
Vex,,Swain,-2.35,3239
Vex,,Heimerdinger,-0.63,2582
Vex,,Vel'Koz,-3.09,3619
Vex,,Xerath,-1.66,18260
Vex,,Gwen,-1.84,3655
Vex,,Dr. Mundo,-4.86,731
Vex,,Morgana,-3.01,3166
Vex,,Cho'Gath,-3.60,1888
Vex,,Viktor,-2.52,26756
Vex,,Sion,-2.13,2158
Vex,,Anivia,-3.30,6980
Vex,,Fiddlesticks,-1.36,345
Vex,,Annie,-2.84,8701
Vex,,Syndra,-2.20,27245
Vex,,Hwei,-2.06,14143
Vex,,Neeko,-2.69,1731
Vex,,Brand,-2.14,4927
Vex,,Ziggs,-2.49,3982
Vex,,Malzahar,-0.79,29570
Vex,,Lux,-0.99,21872
Vex,,Aurelion Sol,-1.87,6264
Vex,,Karma,-4.60,553
Vex,,Twisted Fate,-1.69,13811
Vex,,Teemo,-0.72,1794
Vex,,Gangplank,-2.11,2108
Vex,,Nunu & Willump,-3.61,701
Vex,,Mel,-5.65,17533
Vex,,Malphite,-0.64,3308
Vex,,Garen,0.89,1589
Vex,,Yorick,-1.13,1105
Vex,,Ekko,-0.92,13516
Vex,,Darius,-2.23,325
Vex,,Tahm Kench,-0.17,369
Vex,,Urgot,-1.36,226
Vex,,Diana,-0.56,19300
Vex,,Fizz,0.86,29661
Vex,,Seraphine,-2.62,1135
Vex,,Zeri,-3.55,168
Vex,,Ahri,-0.08,45801
Vex,,Gragas,0.74,1059
Vex,,Lissandra,-0.03,12756
Vex,,Sivir,-7.71,211
Vex,,Ornn,-1.46,238
Vex,,Kassadin,-0.31,7119
Vex,,Galio,-0.71,14746
Vex,,Zyra,-0.86,1003
Vex,,Pantheon,1.35,4027
Vex,,Zed,-0.83,34201
Vex,,Cassiopeia,-2.61,6020
Vex,,Tryndamere,3.72,1240
Vex,,Thresh,-7.26,101
Vex,,Taliyah,-2.01,3583
Vex,,Twitch,-2.07,670
Vex,,Quinn,2.02,1074
Vex,,Miss Fortune,-3.75,853
Vex,,Zoe,-0.82,9691
Vex,,Orianna,-2.93,9840
Vex,,Ryze,-2.04,8693
Vex,,Jhin,-1.91,1020
Vex,,Naafiri,1.15,13649
Vex,,Trundle,-0.70,151
Vex,,Viego,0.38,799
Vex,,Jinx,-2.00,189
Vex,,Locke,-0.44,27812
Vex,,Aurora,0.32,8070
Vex,,Volibear,0.08,239
Vex,,Katarina,1.19,35196
Vex,,Briar,5.36,1322
Vex,,Aatrox,0.78,531
Vex,,Smolder,-0.97,1735
Vex,,Akshan,1.24,8983
Vex,,Yasuo,1.36,60317
Vex,,Azir,-1.06,6176
Vex,,Fiora,4.13,237
Vex,,Warwick,3.48,124
Vex,,Varus,-1.33,1099
Vex,,Talon,1.98,8822
Vex,,Jayce,1.21,2035
Vex,,Ashe,-2.42,781
Vex,,Akali,2.19,36755
Vex,,Gnar,-0.35,181
Vex,,Illaoi,5.21,400
Vex,,Jarvan IV,3.16,210
Vex,,Sylas,2.79,37933
Vex,,Pyke,-0.87,264
Vex,,Sejuani,2.70,111
Vex,,Graves,0.64,300
Vex,,Yone,3.55,45434
Vex,,Kayn,2.51,125
Vex,,Kai'Sa,-0.40,1183
Vex,,Vi,3.20,296
Vex,,Master Yi,3.64,617
Vex,,Draven,1.45,248
Vex,,Irelia,3.87,14502
Vex,,Tristana,2.04,2789
Vex,,Xin Zhao,4.94,832
Vex,,K'Sante,2.00,251
Vex,,Renekton,6.17,580
Vex,,Udyr,-0.31,118
Vex,,LeBlanc,3.75,27387
Vex,,Aphelios,1.48,223
Vex,,Yunara,-3.74,157
Vex,,Shaco,1.19,169
Vex,,Qiyana,2.57,6919
Vex,,Caitlyn,1.58,1280
Vex,,Zac,8.04,304
Vex,,Ezreal,-0.63,2281
Vex,,Nautilus,0.28,135
Vex,,Kalista,6.91,183
Vex,,Riven,7.13,1648
Vex,,Wukong,8.00,341
Vex,,Senna,2.17,223
Vex,,Camille,6.11,206
Vex,,Nidalee,3.55,246
Vex,,Shen,8.94,279
Vex,,Vayne,6.20,610
Vex,,Samira,2.53,177
Vex,,Corki,2.89,894
Vex,,Ambessa,9.21,666
Vex,,Zaahen,8.09,223
Vex,,Jax,8.45,357
Vex,,Lee Sin,5.46,394
Vex,,Lucian,4.08,839
Vex,,Kindred,12.08,105
Vi,,Zaahen,-2.97,2809
Vi,,Wukong,-1.20,42734
Vi,,Shyvana,-0.37,34860
Vi,,Briar,-0.64,38875
Vi,,Zyra,-1.33,4203
Vi,,Warwick,-0.87,39237
Vi,,Aatrox,-1.23,6206
Vi,,Mordekaiser,0.04,5061
Vi,,Nasus,-0.51,18502
Vi,,Nocturne,-0.37,58028
Vi,,Sion,0.36,1414
Vi,,Tryndamere,-0.14,4621
Vi,,Shen,-1.51,2469
Vi,,Rammus,1.32,12288
Vi,,Amumu,-0.09,20393
Vi,,Sejuani,-0.34,12791
Vi,,Yorick,-1.17,1028
Vi,,Morgana,-1.78,2484
Vi,,Teemo,-0.54,7017
Vi,,Taliyah,-1.33,2842
Vi,,Dr. Mundo,0.07,5120
Vi,,Udyr,-0.56,11430
Vi,,Jax,-0.56,21518
Vi,,Cho'Gath,0.81,3596
Vi,,Lillia,0.31,21870
Vi,,Xin Zhao,-0.58,29033
Vi,,Viego,-0.63,69578
Vi,,Trundle,0.07,6642
Vi,,Kayn,0.10,59600
Vi,,Darius,0.73,5151
Vi,,Volibear,0.03,9506
Vi,,Ivern,-0.39,4760
Vi,,Graves,-0.41,69238
Vi,,Jarvan IV,0.16,36503
Vi,,Olaf,-1.20,2825
Vi,,Zac,0.09,14579
Vi,,Malphite,-0.53,7814
Vi,,Ekko,0.11,20527
Vi,,Shaco,0.01,33470
Vi,,Bel'Veth,1.57,22716
Vi,,Fiddlesticks,0.38,12571
Vi,,Maokai,0.63,3465
Vi,,Brand,-1.92,1717
Vi,,Evelynn,0.37,14096
Vi,,Quinn,0.46,8176
Vi,,Talon,0.26,21080
Vi,,Poppy,0.36,5014
Vi,,Fizz,0.96,4400
Vi,,Kayle,-2.99,165
Vi,,Sylas,0.10,46284
Vi,,Naafiri,0.63,31558
Vi,,Rek'Sai,0.86,5282
Vi,,Kha'Zix,-0.51,25693
Vi,,Elise,0.84,7720
Vi,,Hecarim,-0.17,19400
Vi,,Karthus,-0.17,6863
Vi,,Nunu & Willump,0.25,12568
Vi,,Master Yi,1.17,55621
Vi,,Gragas,0.70,3150
Vi,,Diana,0.06,20697
Vi,,Jayce,-0.11,9853
Vi,,Gwen,1.29,4347
Vi,,Singed,-0.85,777
Vi,,Ambessa,0.87,4705
Vi,,Lee Sin,0.17,101710
Vi,,Kindred,0.41,14065
Vi,,Skarner,-0.03,6069
Vi,,Pantheon,0.69,7454
Vi,,Kai'Sa,-4.12,531
Vi,,Sett,0.44,715
Vi,,Zed,-0.07,13390
Vi,,Nidalee,0.68,12181
Vi,,Neeko,0.70,466
Vi,,Vayne,-0.64,837
Vi,,Qiyana,-0.89,11703
Vi,,Yone,-2.33,723
Vi,,Rumble,1.85,660
Vi,,Aurelion Sol,-0.26,409
Vi,,Urgot,1.53,327
Vi,,Nautilus,0.84,823
Vi,,Zeri,-0.87,213
Vi,,Malzahar,-2.08,160
Vi,,Taric,3.59,199
Vi,,Ezreal,-5.55,231
Vi,,Camille,1.12,654
Vi,,Rengar,0.36,21523
Vi,,Riven,2.79,846
Vi,,Garen,0.52,1195
Vi,,Leona,-1.29,115
Vi,,Tahm Kench,0.28,202
Vi,,Ornn,4.80,222
Vi,,Locke,0.75,11511
Vi,,Jhin,-1.51,451
Vi,,Kled,3.50,103
Vi,,Yasuo,-2.37,297
Vi,,Twitch,1.63,1914
Vi,,Katarina,0.55,115
Vi,,Gnar,5.69,105
Vi,,Tristana,1.27,162
Vi,,Galio,4.88,165
Vi,,Twisted Fate,2.63,227
Viego,,Rammus,-2.45,32537
Viego,,Tryndamere,-1.81,9571
Viego,,Sion,-1.21,2934
Viego,,Amumu,-1.66,46244
Viego,,Warwick,-0.92,91083
Viego,,Briar,0.18,83189
Viego,,Wukong,-0.01,66580
Viego,,Shyvana,0.60,70763
Viego,,Sejuani,-0.95,24197
Viego,,Nasus,-0.40,39097
Viego,,Bel'Veth,-0.57,53891
Viego,,Zyra,0.06,6482
Viego,,Shen,-1.25,4859
Viego,,Evelynn,-1.40,29412
Viego,,Jax,-0.87,50245
Viego,,Mordekaiser,1.12,11621
Viego,,Zac,-0.89,26384
Viego,,Teemo,-0.24,13827
Viego,,Malphite,-1.72,14955
Viego,,Darius,0.19,12130
Viego,,Nocturne,0.60,109608
Viego,,Elise,-1.36,14172
Viego,,Talon,-1.12,43699
Viego,,Morgana,-0.93,4129
Viego,,Zaahen,0.70,6086
Viego,,Udyr,-0.09,24317
Viego,,Shaco,-0.77,73970
Viego,,Yorick,-0.11,1954
Viego,,Aatrox,0.70,12959
Viego,,Rek'Sai,-0.57,9488
Viego,,Fizz,0.11,7383
Viego,,Ekko,-0.28,41258
Viego,,Naafiri,-0.39,51117
Viego,,Kayn,0.50,144394
Viego,,Fiddlesticks,0.04,26828
Viego,,Taliyah,-0.05,4532
Viego,,Dr. Mundo,1.43,10212
Viego,,Maokai,0.57,5838
Viego,,Volibear,0.69,20674
Viego,,Jarvan IV,0.82,55159
Viego,,Vi,0.62,69578
Viego,,Cho'Gath,2.11,7073
Viego,,Trundle,1.10,12208
Viego,,Karthus,-1.04,13122
Viego,,Ivern,0.52,9673
Viego,,Ambessa,-0.36,9588
Viego,,Graves,0.55,130416
Viego,,Jayce,-1.08,11308
Viego,,Kha'Zix,-0.79,61043
Viego,,Poppy,0.59,5959
Viego,,Lee Sin,-1.08,132769
Viego,,Lillia,2.17,37759
Viego,,Xin Zhao,1.27,43916
Viego,,Gragas,0.15,6080
Viego,,Gnar,-4.93,204
Viego,,Olaf,0.25,5180
Viego,,Nunu & Willump,-0.02,25836
Viego,,Master Yi,1.02,115677
Viego,,Quinn,1.32,15318
Viego,,Nidalee,-0.90,19754
Viego,,Hecarim,-0.03,41446
Viego,,Kayle,-1.95,275
Viego,,Pantheon,0.20,12753
Viego,,Taric,0.17,488
Viego,,Fiora,-4.29,115
Viego,,Sylas,1.55,75802
Viego,,Singed,-0.26,1276
Viego,,Kindred,0.60,28138
Viego,,Nilah,-7.18,101
Viego,,Zed,-0.29,26077
Viego,,Qiyana,-2.01,25951
Viego,,Riven,-1.52,1787
Viego,,Gwen,2.57,9463
Viego,,Rumble,1.03,1028
Viego,,Diana,1.78,44757
Viego,,Skarner,1.32,10921
Viego,,Brand,1.36,3130
Viego,,Leona,-5.56,203
Viego,,Vayne,-0.59,1385
Viego,,Sett,1.71,1689
Viego,,Aurelion Sol,0.12,736
Viego,,Neeko,1.96,879
Viego,,Nautilus,0.44,1638
Viego,,Rengar,-1.01,51116
Viego,,Urgot,1.98,578
Viego,,Kassadin,-3.66,119
Viego,,Kled,0.46,179
Viego,,Draven,-3.66,127
Viego,,Kai'Sa,-0.05,915
Viego,,Garen,-0.28,2245
Viego,,Yone,0.98,1211
Viego,,Katarina,-3.63,227
Viego,,Heimerdinger,0.93,199
Viego,,Malzahar,0.13,285
Viego,,Camille,2.81,1230
Viego,,Zeri,1.97,466
Viego,,Akshan,-3.99,158
Viego,,Twitch,-0.68,3520
Viego,,Ornn,4.98,445
Viego,,Locke,0.73,23483
Viego,,Pyke,-2.86,164
Viego,,Jhin,-1.02,1064
Viego,,Galio,1.60,328
Viego,,Tahm Kench,1.64,422
Viego,,Alistar,-5.54,116
Viego,,Yasuo,-1.41,512
Viego,,Caitlyn,-2.09,187
Viego,,Twisted Fate,0.44,397
Viego,,Ezreal,0.60,342
Viego,,Renekton,1.02,210
Viego,,Tristana,3.12,302
Viego,,Ryze,3.78,109
Viego,,Illaoi,1.67,129
Viego,,Irelia,0.77,118
Viego,,Gangplank,0.85,107
Viego,,Ashe,1.04,101
Viego,,Blitzcrank,0.60,154
Viego,,Lux,11.25,129
Viktor,,Singed,-0.33,1725
Viktor,,Xerath,-2.42,53153
Viktor,,Zilean,-2.20,2233
Viktor,,Maokai,-6.11,154
Viktor,,Nunu & Willump,-5.24,2154
Viktor,,Gragas,-1.25,2562
Viktor,,Warwick,-1.61,258
Viktor,,Veigar,-0.40,51222
Viktor,,Nasus,1.23,6727
Viktor,,Syndra,-1.64,76739
Viktor,,Fizz,-0.38,44273
Viktor,,Kassadin,-2.06,18125
Viktor,,Ziggs,-1.92,9313
Viktor,,Hwei,-1.32,37534
Viktor,,Lux,-0.58,41023
Viktor,,Heimerdinger,1.33,4065
Viktor,,Neeko,-1.77,3070
Viktor,,Poppy,-1.67,158
Viktor,,Tryndamere,1.77,3235
Viktor,,Briar,2.04,2647
Viktor,,Vel'Koz,-0.80,9540
Viktor,,Akali,-2.73,57613
Viktor,,Gwen,0.55,6262
Viktor,,Mordekaiser,2.05,1876
Viktor,,Yorick,-0.86,2411
Viktor,,Twisted Fate,-0.78,38474
Viktor,,Aurelion Sol,-0.73,13670
Viktor,,Kog'Maw,-0.14,2081
Viktor,,Tahm Kench,0.35,718
Viktor,,Anivia,-0.99,19231
Viktor,,Kalista,-0.63,529
Viktor,,Ahri,-0.19,81486
Viktor,,Kennen,0.82,2252
Viktor,,Karthus,-1.30,1306
Viktor,,Diana,-0.19,30227
Viktor,,Ekko,-0.13,24497
Viktor,,Zac,1.81,858
Viktor,,Ivern,-3.62,170
Viktor,,Rek'Sai,1.38,146
Viktor,,Fiddlesticks,1.32,641
Viktor,,Garen,2.11,3569
Viktor,,Morgana,0.34,5539
Viktor,,Zoe,-1.68,20329
Viktor,,Yone,-0.71,69274
Viktor,,Lillia,-2.78,112
Viktor,,Seraphine,-2.19,2277
Viktor,,Ambessa,0.78,2107
Viktor,,Soraka,-6.96,206
Viktor,,Locke,-1.72,41443
Viktor,,Sylas,-0.84,64333
Viktor,,Malzahar,1.85,64252
Viktor,,Naafiri,0.35,19069
Viktor,,Irelia,-0.44,23064
Viktor,,Talon,-0.94,15658
Viktor,,Pyke,-4.30,504
Viktor,,Sion,1.75,5408
Viktor,,Swain,1.89,6598
Viktor,,Rumble,0.69,983
Viktor,,Aurora,-0.60,15712
Viktor,,Zed,-0.27,59395
Viktor,,Vladimir,1.35,25642
Viktor,,Udyr,-4.48,331
Viktor,,Katarina,0.09,44650
Viktor,,Jarvan IV,0.28,645
Viktor,,Brand,1.23,9695
Viktor,,Xin Zhao,1.09,1623
Viktor,,Nidalee,-3.45,407
Viktor,,Kayle,2.14,2515
Viktor,,Pantheon,2.30,6484
Viktor,,Akshan,-0.33,15894
Viktor,,Galio,0.46,34811
Viktor,,Annie,0.96,14321
Viktor,,LeBlanc,-0.19,32598
Viktor,,Viego,0.13,1730
Viktor,,Twitch,-1.61,1327
Viktor,,Sett,4.07,1272
Viktor,,Kled,4.19,865
Viktor,,Gangplank,1.00,4472
Viktor,,Aatrox,-0.06,1335
Viktor,,Zyra,0.67,1741
Viktor,,Karma,-1.30,1231
Viktor,,Vex,2.51,26756
Viktor,,Ornn,0.26,549
Viktor,,Sejuani,0.36,358
Viktor,,Jhin,-1.35,2125
Viktor,,Malphite,2.44,5840
Viktor,,Teemo,2.69,2472
Viktor,,Dr. Mundo,0.52,1325
Viktor,,Kayn,0.17,254
Viktor,,Riven,1.82,3636
Viktor,,Shen,2.85,627
Viktor,,Jayce,-0.22,5688
Viktor,,Cho'Gath,2.15,4101
Viktor,,Darius,1.24,622
Viktor,,Qiyana,-0.89,12870
Viktor,,Trundle,0.38,212
Viktor,,Quinn,3.80,1996
Viktor,,Lissandra,2.83,31492
Viktor,,Urgot,2.37,427
Viktor,,Draven,-0.46,535
Viktor,,Zeri,-0.31,428
Viktor,,Ashe,-2.70,1176
Viktor,,Cassiopeia,0.47,14402
Viktor,,Orianna,-0.42,29222
Viktor,,Master Yi,2.59,1238
Viktor,,Taliyah,0.90,8455
Viktor,,Yasuo,2.27,73727
Viktor,,Olaf,4.50,502
Viktor,,Ryze,0.81,24449
Viktor,,Rakan,2.44,190
Viktor,,Lee Sin,-1.61,997
Viktor,,K'Sante,1.49,658
Viktor,,Kindred,-1.20,241
Viktor,,Vi,3.16,673
Viktor,,Wukong,5.05,716
Viktor,,Nocturne,5.59,560
Viktor,,Jax,3.90,610
Viktor,,Tristana,2.35,7068
Viktor,,Zaahen,4.03,447
Viktor,,Renekton,6.43,1346
Viktor,,Vayne,3.16,1176
Viktor,,Elise,4.61,176
Viktor,,Illaoi,6.83,686
Viktor,,Kha'Zix,-3.31,103
Viktor,,Senna,-0.10,353
Viktor,,Varus,0.92,2123
Viktor,,Fiora,6.61,454
Viktor,,Camille,4.06,410
Viktor,,Azir,1.74,14609
Viktor,,Aphelios,2.17,369
Viktor,,Kai'Sa,1.32,2543
Viktor,,Graves,2.76,598
Viktor,,Caitlyn,1.84,2209
Viktor,,Mel,2.20,28891
Viktor,,Thresh,-1.22,195
Viktor,,Volibear,5.12,385
Viktor,,Miss Fortune,2.41,1430
Viktor,,Shyvana,2.00,157
Viktor,,Ezreal,1.38,4770
Viktor,,Smolder,4.88,4303
Viktor,,Gnar,4.59,262
Viktor,,Corki,3.37,2305
Viktor,,Xayah,5.96,146
Viktor,,Lulu,2.55,204
Viktor,,Alistar,2.49,196
Viktor,,Shaco,5.28,227
Viktor,,Nautilus,3.92,300
Viktor,,Samira,4.70,303
Viktor,,Jinx,7.21,322
Viktor,,Lucian,4.21,1877
Viktor,,Yunara,4.12,257
Viktor,,Blitzcrank,0.51,123
Viktor,,Sivir,7.31,387
Viktor,,Bel'Veth,6.02,185
Vladimir,,Fiddlesticks,-8.92,582
Vladimir,,Mordekaiser,-4.26,990
Vladimir,,Malzahar,-5.15,29950
Vladimir,,Nasus,-1.99,3543
Vladimir,,Yorick,-4.89,887
Vladimir,,Zilean,-2.81,904
Vladimir,,Kog'Maw,-4.25,894
Vladimir,,Heimerdinger,-1.26,2147
Vladimir,,Cho'Gath,-3.79,2097
Vladimir,,Kled,-0.81,434
Vladimir,,Tahm Kench,-1.59,366
Vladimir,,Brand,-2.10,4330
Vladimir,,Aphelios,-5.83,217
Vladimir,,Viktor,-1.35,25642
Vladimir,,Tryndamere,1.05,1398
Vladimir,,Briar,1.23,1013
Vladimir,,Swain,-0.82,3424
Vladimir,,Anivia,-2.52,8056
Vladimir,,Syndra,-1.68,25383
Vladimir,,Veigar,-0.11,24807
Vladimir,,Garen,0.61,1681
Vladimir,,Hwei,-1.21,13237
Vladimir,,Aatrox,-3.16,553
Vladimir,,Xerath,0.31,13928
Vladimir,,Singed,3.31,699
Vladimir,,Nunu & Willump,-3.53,715
Vladimir,,Vel'Koz,-0.93,3506
Vladimir,,Lux,-0.24,16423
Vladimir,,Galio,-1.64,12397
Vladimir,,Shen,-0.02,295
Vladimir,,Zoe,-2.33,8922
Vladimir,,Twisted Fate,-0.67,12138
Vladimir,,Gragas,0.44,1357
Vladimir,,Kassadin,-0.84,10622
Vladimir,,Sett,2.28,608
Vladimir,,Yunara,-9.45,114
Vladimir,,Aurelion Sol,-0.54,6320
Vladimir,,Diana,-0.32,15972
Vladimir,,Rumble,-0.33,472
Vladimir,,Quinn,0.93,1246
Vladimir,,Aurora,-1.63,6905
Vladimir,,Gnar,-4.38,155
Vladimir,,Gwen,1.38,3133
Vladimir,,Karma,-3.08,681
Vladimir,,Pantheon,1.02,3428
Vladimir,,Naafiri,-0.13,9989
Vladimir,,Morgana,0.31,2241
Vladimir,,Ahri,0.23,37025
Vladimir,,Kayle,1.14,1651
Vladimir,,Sylas,-1.03,26958
Vladimir,,Fizz,1.58,27914
Vladimir,,Gangplank,-0.38,2538
Vladimir,,Riven,0.02,2389
Vladimir,,Karthus,-0.75,595
Vladimir,,Zyra,-0.65,742
Vladimir,,Caitlyn,-4.05,1000
Vladimir,,Kennen,1.60,1183
Vladimir,,Ekko,0.63,12528
Vladimir,,Lissandra,0.94,15536
Vladimir,,Illaoi,2.11,384
Vladimir,,Jarvan IV,0.05,193
Vladimir,,Annie,0.73,7145
Vladimir,,Locke,-0.93,23076
Vladimir,,Zed,0.04,37710
Vladimir,,Viego,0.18,649
Vladimir,,Ziggs,1.06,2917
Vladimir,,Neeko,0.93,1305
Vladimir,,Ryze,-1.84,10428
Vladimir,,Cassiopeia,-1.58,7074
Vladimir,,LeBlanc,0.08,14371
Vladimir,,Taliyah,-1.21,3169
Vladimir,,Draven,-1.83,271
Vladimir,,Nautilus,-4.99,138
Vladimir,,Dr. Mundo,0.21,571
Vladimir,,Varus,-3.00,950
Vladimir,,Nidalee,-2.79,178
Vladimir,,Urgot,1.25,266
Vladimir,,Orianna,-2.14,10061
Vladimir,,Warwick,2.10,174
Vladimir,,Fiora,2.78,260
Vladimir,,Ambessa,2.44,898
Vladimir,,Talon,0.41,6753
Vladimir,,Sion,2.99,1786
Vladimir,,Seraphine,-0.39,877
Vladimir,,Yone,1.21,32041
Vladimir,,Senna,-3.76,162
Vladimir,,Teemo,2.96,1534
Vladimir,,Irelia,1.26,11635
Vladimir,,Zac,4.28,375
Vladimir,,Vex,3.35,12607
Vladimir,,Wukong,2.99,417
Vladimir,,Akshan,1.03,8605
Vladimir,,Akali,0.93,24509
Vladimir,,Qiyana,-0.81,6435
Vladimir,,Miss Fortune,-1.96,606
Vladimir,,Ashe,-3.39,618
Vladimir,,Twitch,0.01,652
Vladimir,,Xin Zhao,2.94,805
Vladimir,,Nocturne,3.73,204
Vladimir,,Smolder,-0.23,1711
Vladimir,,Katarina,2.39,35443
Vladimir,,Malphite,4.11,2747
Vladimir,,Jhin,0.33,808
Vladimir,,Jayce,1.06,1948
Vladimir,,Yasuo,2.08,51639
Vladimir,,Vayne,1.67,488
Vladimir,,K'Sante,1.07,222
Vladimir,,Camille,2.36,183
Vladimir,,Kindred,-1.45,117
Vladimir,,Kai'Sa,-0.47,1172
Vladimir,,Sejuani,3.03,142
Vladimir,,Mel,0.23,12443
Vladimir,,Azir,0.52,5741
Vladimir,,Samira,-1.12,150
Vladimir,,Ornn,3.56,236
Vladimir,,Darius,3.79,317
Vladimir,,Tristana,2.52,2489
Vladimir,,Trundle,3.19,111
Vladimir,,Renekton,6.58,642
Vladimir,,Jinx,2.08,139
Vladimir,,Master Yi,4.76,589
Vladimir,,Shaco,1.26,115
Vladimir,,Olaf,6.78,189
Vladimir,,Corki,0.52,905
Vladimir,,Jax,5.50,325
Vladimir,,Udyr,1.13,128
Vladimir,,Kalista,6.42,240
Vladimir,,Vi,5.37,325
Vladimir,,Zeri,4.12,164
Vladimir,,Ezreal,0.56,1774
Vladimir,,Elise,6.67,124
Vladimir,,Lee Sin,2.40,381
Vladimir,,Graves,4.62,295
Vladimir,,Zaahen,7.17,272
Vladimir,,Kayn,7.04,160
Vladimir,,Pyke,4.01,217
Vladimir,,Lucian,1.59,770
Vladimir,,Volibear,7.80,228
Vladimir,,Sivir,2.06,148
Vladimir,,Blitzcrank,0.66,106
Volibear,,LeBlanc,-10.84,270
Volibear,,Ahri,-5.15,521
Volibear,,Neeko,-7.97,250
Volibear,,Teemo,-5.08,25888
Volibear,,Jinx,-13.00,106
Volibear,,Lissandra,-4.59,888
Volibear,,Jax,-5.39,33499
Volibear,,Quinn,-5.34,3170
Volibear,,Hwei,-3.71,306
Volibear,,Heimerdinger,-4.49,8827
Volibear,,Aurelion Sol,-4.60,401
Volibear,,Kayle,-3.91,10303
